review_id,business_id,text,rating,time,business_name,categories,sentiment_scores,compound_sentiment,sentiment_category,themes
g_1746928967_cgiwHTmlUD-2em2MCvmzeA,cgiwHTmlUD-2em2MCvmzeA,"Sister wanted to eat here for her birthday. Ordered the rijsttafel as that allowed us to try tapas version of many of the dishes. Also got the lumpia, cumi goreng, udang goreng, and sage udang. Personally, I enjoyed everything. There were maybe two dishes in the rijsttafel that had too much salt but other than that everything was great and tasty.

Was seated right away. And sat outside as the weather was nice. Service was fine as well.  Very friendly as well. Wouldn’t mind coming back and ordering the bigger versions of some of the rijsttafel.",5.0,1746928967,Java Indonesian Restaurant,"[""Indonesian""]","{'neg': 0.0, 'neu': 0.787, 'pos': 0.213, 'compound': 0.9754}",0.9754,positive,"['food_quality', 'service']"
g_1746416962_cgiwHTmlUD-2em2MCvmzeA,cgiwHTmlUD-2em2MCvmzeA,"The most Authentic Indonesian food you can find in New York!
Soto Ayam was spot on.
Rijsttafel was a good value for the money with great selection. Enak Sekali !
I’m from Jakarta  so I know my food and this restaurant makes me feel like home.
Can’t wait to go back to try their Ketoprak!",5.0,1746416962,Java Indonesian Restaurant,"[""Indonesian""]","{'neg': 0.0, 'neu': 0.8, 'pos': 0.2, 'compound': 0.9149}",0.9149,positive,"['food_quality', 'value', 'timing']"
g_1745623339_cgiwHTmlUD-2em2MCvmzeA,cgiwHTmlUD-2em2MCvmzeA,"The food was great, yeah very much! Every single dish has its own story to tell, i could definitely feel the mother’s touch for their own home food. I can’t believe i found out this place just now after 9 years living in Brooklyn. The owner is definitely not into promoting. It’s already been here for quite a time but i still want them to stay even longer. I will come back!",5.0,1745623339,Java Indonesian Restaurant,"[""Indonesian""]","{'neg': 0.02, 'neu': 0.852, 'pos': 0.128, 'compound': 0.7453}",0.7453,positive,['food_quality']
g_1740179769_cgiwHTmlUD-2em2MCvmzeA,cgiwHTmlUD-2em2MCvmzeA,First time having Indonesian cousins. We both very much liked it.  Next time we're in the area we're like to try other dishes,4.0,1740179769,Java Indonesian Restaurant,"[""Indonesian""]","{'neg': 0.0, 'neu': 0.79, 'pos': 0.21, 'compound': 0.6786}",0.6786,positive,['location']
g_1745173555_kZlpYuEDs8j78A-qawCb4g,kZlpYuEDs8j78A-qawCb4g,"This was my first time checking out Sir Henry’s! It’s such a cute spot. Great vibes, good music and you cannot go wrong with their $30 bottomless brunch drinks deal! The espresso martini was so good and their brunch flatbread, avo toast and brunch burger were all delish! Shout out to Jessica & Eli for the amazing hospitality! Check them out before a Broadway show or if in the theatre district area!",5.0,1745173555,Sir Henry’s,"[""Cocktail Bars"", ""New American""]","{'neg': 0.0, 'neu': 0.756, 'pos': 0.244, 'compound': 0.9693}",0.9693,positive,"['food_quality', 'ambiance', 'value', 'location']"
g_1742607932_kZlpYuEDs8j78A-qawCb4g,kZlpYuEDs8j78A-qawCb4g,"Unlimited cocktails? Say less. 🍸💫

Your Broadway girl dinner just got way better—Sir Henry’s is serving up $30 unlimited cocktails for 90 minutes when you grab an entrée. Good food, amazing drinks, and the best vibes? It’s a must. 🖤

📍 When to go?
🥂 Wed-Sat: 5 PM - 11 PM
🍳 Sat-Sun: 11 AM - 3 PM",5.0,1742607932,Sir Henry’s,"[""Cocktail Bars"", ""New American""]","{'neg': 0.022, 'neu': 0.77, 'pos': 0.208, 'compound': 0.9433}",0.9433,positive,"['food_quality', 'ambiance', 'timing']"
g_1741357504_kZlpYuEDs8j78A-qawCb4g,kZlpYuEDs8j78A-qawCb4g,"If you're looking for a night out with good vibes, endless drinks, and limitless energy, Sir Henry's is the place to be. Their Broadway Girl Dinner offers 90 minutes of unlimited cocktails and drinks with the purchase of an entree. This place is always buzzing with a lively crowd, great music, and a vibe that makes you want to stay all night. From Espresso Martinis to their signature Broadway Girl cocktail, drinks are flowing without limits. Not only are the drinks top notch, but the food is absolutely delicious. Whether you're craving for tacos, handhelds, or salads, every bite hits the spot. Their friendly and attentive staffs make sure your glass is never empty and your experience is nothing short of amazing. Sir Henry's knows how to turn any outing into a fun, unforgettable experience. Definitely one of those ultimate go-to places that makes you want to keep coming back!",5.0,1741357504,Sir Henry’s,"[""Cocktail Bars"", ""New American""]","{'neg': 0.023, 'neu': 0.777, 'pos': 0.2, 'compound': 0.9795}",0.9795,positive,"['food_quality', 'service', 'ambiance', 'timing']"
g_1746240598_kZlpYuEDs8j78A-qawCb4g,kZlpYuEDs8j78A-qawCb4g,"Stop here on a Tuesday while in town. The staff was amazing! Niamh was my waitress and she was the sweetest! Great customer service, always checked on our table in a timely fashion and just overall phenomenal service and lovely attitude. Patrick was great as well, he came by and checked on our table and made sure me and my sister was enjoying everything.
The shrimp tacos and chicken quesadillas were tasty. The guac and Pico that came on the quesadilla plate was tasty and fresh. I also added the 90 minute Bottomless Drinks to my tab and I am so glad I did! Every drink that Niamh made was great! My favorite drink she made me was the Watermelon Margarita.
Overall I would definitely come back here and I recommend this place to anyone visiting NYC",5.0,1746240598,Sir Henry’s,"[""Cocktail Bars"", ""New American""]","{'neg': 0.013, 'neu': 0.73, 'pos': 0.257, 'compound': 0.9912}",0.9912,positive,"['food_quality', 'service', 'timing']"
g_1745461567_kZlpYuEDs8j78A-qawCb4g,kZlpYuEDs8j78A-qawCb4g,"My friends and I stopped by Sir Henry’s for a little reunion and it was such a joyful time. Our server Jessica was so engaging and gave great food recs. The drinks were delicious, the food was filling and not overpriced — best of all, the ambiance is a real vibe. Def will be returning (:

P.S. random but architecture is also stunning. We love the art deco ceilings.",5.0,1745461567,Sir Henry’s,"[""Cocktail Bars"", ""New American""]","{'neg': 0.043, 'neu': 0.691, 'pos': 0.267, 'compound': 0.9591}",0.9591,positive,"['food_quality', 'service', 'ambiance', 'value']"
g_1743689768_FZYmp5c1VtWNfe635G_wsQ,FZYmp5c1VtWNfe635G_wsQ,"Sooo sooooo good, I can’t believe how much you get for the price point, I didn’t know chicken could taste this good! The candied yams and collard greens were spectacular. Mouth is watering just thinking about it. Cannot recommend enough, the staff are also so kind!",5.0,1743689768,Taste of Heaven,"[""Soul Food""]","{'neg': 0.038, 'neu': 0.759, 'pos': 0.203, 'compound': 0.8783}",0.8783,positive,"['service', 'value']"
g_1730803012_FZYmp5c1VtWNfe635G_wsQ,FZYmp5c1VtWNfe635G_wsQ,"Before we get to talking about the food, let’s talk about the service… Southern Hospitality at its finest. Usually you come to a spot like this and they rush you out with your order. Excellent service. I wanted candy yams it near closing time and they had some cooking told me how long it would take and I waited. Family Run Black Business Love to see it🤩 Now the food Sweet Lord. That turkey wing feel off the bone 🦴 Perfect amount of seasoning and sweetness. Candied yams is the best I’ve had to date it wasn’t sickly sweet you had the sweetness of the sweet potatoes really shining through spiced perfectly; most places put too much sugar in their yams where it’s mushy n sugary this was not the case. Mac n Cheese solid. Cornbread was some cornbread alright 😮‍💨 slightly coarse texture from the corn that made it very enjoyable and authentic. Turkey Chilli and white rice couldn’t go wrong with at all🔥 Got Fruit punch and grape drink that was perfect too. The food is made with love you can really taste it. Looking forward to coming back and spending more. Got a customer for a lifetime. Big Thanks to Aunt Mel, Uncle Tony and Heaven you run a phenomenal joint 👏🏾👏🏾 Can not recommend this place enough

-London Kat",5.0,1730803012,Taste of Heaven,"[""Soul Food""]","{'neg': 0.027, 'neu': 0.767, 'pos': 0.207, 'compound': 0.9943}",0.9943,positive,"['food_quality', 'service', 'timing']"
g_1744041954_FZYmp5c1VtWNfe635G_wsQ,FZYmp5c1VtWNfe635G_wsQ,one of my favorite places to eat in the neighborhood. They give a really good portion of food for what you pay. It does taste like heaven.,5.0,1744041954,Taste of Heaven,"[""Soul Food""]","{'neg': 0.04, 'neu': 0.622, 'pos': 0.339, 'compound': 0.8908}",0.8908,positive,['location']
g_1743826191_FZYmp5c1VtWNfe635G_wsQ,FZYmp5c1VtWNfe635G_wsQ,"The food here is absolutely amazing. One of the best southern foods around here. Plus, the staff are consistently helpful and friendly no matter what time I go",5.0,1743826191,Taste of Heaven,"[""Soul Food""]","{'neg': 0.028, 'neu': 0.599, 'pos': 0.373, 'compound': 0.9351}",0.9351,positive,"['food_quality', 'service']"
g_1722791996_FZYmp5c1VtWNfe635G_wsQ,FZYmp5c1VtWNfe635G_wsQ,"Overall rating: 4.4

Of course I heard of this place through Keith Lee.. I went on a Saturday at 4 & everything was sold out. I wasn’t a fan that they wait to tell you this news until you’re inside (already in line) and at the counter. They should consider having a sign outside.

The location was in East Williamsburg which is a chill area. So I was surprised they had a “security guard/ bouncer” indicating when you can come into the room. The process was very confusing and I didn’t know even with his guidance on when it was my turn. It would be great if they clear signs in general on what was happening. Definitely felt out of place.

The food that was available was good! The Mac and cheese and fried chicken was good. And they do tell you how long to wait for the other items. I liked the food, but the service and experience was a bit of a turnoff for me. I live in deep Brooklyn and not sure if it’s worth the commute for me.",4.0,1722791996,Taste of Heaven,"[""Soul Food""]","{'neg': 0.021, 'neu': 0.891, 'pos': 0.088, 'compound': 0.8374}",0.8374,positive,"['food_quality', 'service', 'value', 'location', 'timing']"
g_1744990496_AEHojbCPCrIhTko7olaqTg,AEHojbCPCrIhTko7olaqTg,"Lil Chef Mama catered a climbing event I went to in Gowanus and the food was so tasty that I had to try it again. I went with 3 of my friends. We ordered:

Pad Thai (Recommend)
Pork Sliders (Recommend)
Pineapple Fried Rice with Shrimp
Beef Red Curry (Recommend)
Chicken Wings
Beef Dumplings

Yuzu Soda
Orange juice
Butterfly Pea Lemonade (Recommend)

The atmosphere is beautiful, they made such creative and effective use of the space. The entrance is great for photos and you won’t feel crowded in this space. Vegan options were clearly labeled.

Travis and Joe were great and attentive servers, and not overbearing. I saw Lil Chef Mama on my way to the restroom and I had to say hi and she was kind enough to offer us complimentary mango sticky rice because she remembered me from the climbing event. She is an absolute sweetheart and please let her know how much you enjoyed the food when you visit.

We will certainly be back for the chefs specials, and some other items we had our eyes on. Definitely a place worth trying. I am confident this place deserves its praise.

And if you do happen to order the chefs specials, call to order in advance as they take ~30min to prepare",5.0,1744990496,Lil Chef Mama,"[""Thai""]","{'neg': 0.005, 'neu': 0.746, 'pos': 0.249, 'compound': 0.9959}",0.9959,positive,"['food_quality', 'service', 'ambiance', 'value', 'timing']"
g_1746820979_AEHojbCPCrIhTko7olaqTg,AEHojbCPCrIhTko7olaqTg,"Chose this place for lunch based on top ratings. Thai cuisine.

They brought out three small bowls with different chicken and vegetable combinations, plus one with rice.

Each had a unique flavor. Everything was fresh. I especially liked the one in batter with sweet and sour sauce—found the perfect balance of flavor for the first time.

I want to come back and try more. Thank you.",5.0,1746820979,Lil Chef Mama,"[""Thai""]","{'neg': 0.0, 'neu': 0.766, 'pos': 0.234, 'compound': 0.9431}",0.9431,positive,"['food_quality', 'timing']"
g_1746661210_AEHojbCPCrIhTko7olaqTg,AEHojbCPCrIhTko7olaqTg,"I love the food and hospitality here. The food was delicious; I ordered a ginger drink, shrimp and Thai handmade dumplings, and Pad Thai. I also had some of my friend's calamari, which was a light and crispy appetizer. Of the two appetizers, the calamari was the best. But the Pad Thai was the overall winner of the evening.",5.0,1746661210,Lil Chef Mama,"[""Thai""]","{'neg': 0.017, 'neu': 0.795, 'pos': 0.188, 'compound': 0.9118}",0.9118,positive,['food_quality']
g_1746764712_AEHojbCPCrIhTko7olaqTg,AEHojbCPCrIhTko7olaqTg,"Had lunch here and went with the lunch deal (shrimp fried rice, chicken pad thai, chives pancake). It was good, but didn’t quite stand out compared to my other fav Thai spots. That said, I loveeeee the ambiance. It genuinely felt like being back home in Southeast Asia!",3.0,1746764712,Lil Chef Mama,"[""Thai""]","{'neg': 0.0, 'neu': 0.826, 'pos': 0.174, 'compound': 0.8588}",0.8588,positive,"['ambiance', 'value', 'timing']"
g_1734064927_AEHojbCPCrIhTko7olaqTg,AEHojbCPCrIhTko7olaqTg,"Truly a delightful restaurant! Very underrated. Food was AMAZING, service was OUTSTANDING, atmosphere was COZY. 100% recommend the food! You will not be disappointed. Both our appetizers and entrees were fabulous. The chicken skewered and pork dumplings apps were fabulous!",5.0,1734064927,Lil Chef Mama,"[""Thai""]","{'neg': 0.021, 'neu': 0.508, 'pos': 0.47, 'compound': 0.9824}",0.9824,positive,"['food_quality', 'service', 'ambiance']"
g_1744500813_AudBWxeAr3zHr1ITrTcVpg,AudBWxeAr3zHr1ITrTcVpg,"Everything was delicious and well-prepared. The dishes were flavorful and beautifully plated. The atmosphere was warm and inviting, and the staff were kind and attentive. Definitely a place worth coming back to!",5.0,1744500813,Izakaya Fuku,"[""Japanese""]","{'neg': 0.0, 'neu': 0.557, 'pos': 0.443, 'compound': 0.9577}",0.9577,positive,"['food_quality', 'service', 'ambiance', 'value']"
g_1740362561_AudBWxeAr3zHr1ITrTcVpg,AudBWxeAr3zHr1ITrTcVpg,"This is a really really good place from the silent traveler to all of you, be safe, be well, be open. Ladies and gentlemen this is a place that if you want to experience Japanese culture or just Asian culture. This is a good place to do that you're going to experience how modern culture meets the past. When you walk in the door you're greeted with a big smile. The food is really good and there's a TV that is showing the chef and how he makes each dishes if you get in the right position and you can see it. You scan your QR code with your phone and you can get the menu right there or they can give you a paper menu but the latest and greatest is in scanning a QR code. Very nice quiet and quaint place for couples families and really good gatherings. Why we were there we had a chance to really watch and experience friends come together and having a really good time and celebrating something. I highly recommend this place inside and out. They have great Ramen and other great choices as well so if you're in the area and you're in the neighborhood please check them out you cannot go wrong.",5.0,1740362561,Izakaya Fuku,"[""Japanese""]","{'neg': 0.0, 'neu': 0.736, 'pos': 0.264, 'compound': 0.9967}",0.9967,positive,"['food_quality', 'ambiance', 'location']"
g_1744509947_AudBWxeAr3zHr1ITrTcVpg,AudBWxeAr3zHr1ITrTcVpg,absolutely delicious! i received a warm welcome and service was great. i did not wait long for my meal and the food was so yummy. definitely a new favorite spot!,5.0,1744509947,Izakaya Fuku,"[""Japanese""]","{'neg': 0.0, 'neu': 0.49, 'pos': 0.51, 'compound': 0.9748}",0.9748,positive,"['food_quality', 'service', 'timing']"
g_1744304408_AudBWxeAr3zHr1ITrTcVpg,AudBWxeAr3zHr1ITrTcVpg,"Nice, hole in the wall Japanese eatery! The staff are friendly and attentive!! Food is delicious- definitely comfort food! I only had 2 dishes: squid tentacles and whitefish- very satisfying! Washed it down with a large Sapporo!😄",4.0,1744304408,Izakaya Fuku,"[""Japanese""]","{'neg': 0.0, 'neu': 0.578, 'pos': 0.422, 'compound': 0.9746}",0.9746,positive,"['food_quality', 'service']"
g_1740657374_AudBWxeAr3zHr1ITrTcVpg,AudBWxeAr3zHr1ITrTcVpg,"Had this place on my list for years and finally made it. A very lively and bustling place. The food was decent. we ordered salmon carpaccio, karaage and a pasta dish. It was all delicious. servers were very very attentive. Highly recommend this place. CASH ONLY.",4.0,1740657374,Izakaya Fuku,"[""Japanese""]","{'neg': 0.0, 'neu': 0.812, 'pos': 0.188, 'compound': 0.8735}",0.8735,positive,"['food_quality', 'service', 'ambiance']"
g_1739265028_V3USzFEGhuoXez4G2Rk11A,V3USzFEGhuoXez4G2Rk11A,"We booked over a month ago from the UK as we wanted somewhere nice to have my birthday meal on our first day in New York.
Jet lag got the better of us but we were welcomed two hours earlier than planned.
The atmosphere as soon as we arrived was beautiful. The waitress was attentive and informative.
I had the Pork chop from the specials menu and my husband had the lasagna,both were stunning!
Perfect start to our holiday ⭐️",5.0,1739265028,Tavola,"[""Italian"", ""Pizza"", ""Wine Bars""]","{'neg': 0.017, 'neu': 0.733, 'pos': 0.25, 'compound': 0.9747}",0.9747,positive,"['service', 'ambiance', 'timing']"
g_1733235197_V3USzFEGhuoXez4G2Rk11A,V3USzFEGhuoXez4G2Rk11A,"The location is easy to find and I reserved online which makes it easier. The restaurant is pretty small inside with lots of tables close together. It was very dark inside so I had to use a flashlight to read the menu. Mladenka was our server and she was nice difficult to understand at times but nice. Just as an FYI they don’t have a kids menu and when you do order spaghetti and meatballs for your children it’s very expensive. Pizza would be your best option. Also if you want bread, it’s $10 something we didn’t know. I did get arancine which was cold inside, obviously frozen then reheated which isn’t good.  Overall the food was ok. You can see what we ordered on the receipt. Overall the meal was ok.  Would I return - maybe.  The bathrooms need a bit of cleaning and upkeep.",4.0,1733235197,Tavola,"[""Italian"", ""Pizza"", ""Wine Bars""]","{'neg': 0.011, 'neu': 0.831, 'pos': 0.159, 'compound': 0.9726}",0.9726,positive,"['service', 'value', 'location']"
g_1739059725_V3USzFEGhuoXez4G2Rk11A,V3USzFEGhuoXez4G2Rk11A,"The food here at Tavola is always good. However, our server interrupted my conversation with my friend (we were discussing which lunch menu we each want to get so that we can taste each other's food), telling us that we cannot order one brunch menu and share. I looked up and asked her if we had placed just one order since she was so adamant about it. She said no, but she started to keep repeating her statement. It was difficult for us to convince her that we were indedd ordering TWO separate menu. Let alone my friend and I were speaking in a different language before she approached us, so she seemed to have jumped to the conclusion that we were talking about ordering one to share. I felt offended and misunderstood. Throughout the meal, she kept coming over every 5 minutes to ask how the food was, while she only went to the other table next to us once. Overwhelming service really left a bad taste.",3.0,1739059725,Tavola,"[""Italian"", ""Pizza"", ""Wine Bars""]","{'neg': 0.095, 'neu': 0.818, 'pos': 0.087, 'compound': -0.5713}",-0.5713,negative,"['service', 'timing']"
g_1739410457_V3USzFEGhuoXez4G2Rk11A,V3USzFEGhuoXez4G2Rk11A,The atmosphere is cozy and intimate. Great for a date! There is a buzz of the Italian environment of gather together and eat great food. Service was very fast and food was tasty!,5.0,1739410457,Tavola,"[""Italian"", ""Pizza"", ""Wine Bars""]","{'neg': 0.0, 'neu': 0.779, 'pos': 0.221, 'compound': 0.8684}",0.8684,positive,"['food_quality', 'service', 'ambiance', 'timing']"
g_1717273727_V3USzFEGhuoXez4G2Rk11A,V3USzFEGhuoXez4G2Rk11A,"Ordered the spaghetti vongole for takeout. At 4pm on a summer Saturday the restaurant was relatively lively. Probably 25% occupied by customers, and the remaining 10% was kitchen staff having their lunch or something like that :)

Anyway, the food was good. Surprisingly a lot of clams for 25$. I counted precisely 14 clams 😄. However, some of them maybe MAYBE didn't smell too fresh. Perhaps I will pay closer attention next time. Also, I think it was slightly on the salty side, but not bad. Overall I give 4 ⭐ for the food.",4.0,1717273727,Tavola,"[""Italian"", ""Pizza"", ""Wine Bars""]","{'neg': 0.025, 'neu': 0.819, 'pos': 0.156, 'compound': 0.9021}",0.9021,positive,"['food_quality', 'service', 'ambiance', 'timing']"
g_1735972014_WFyGR8sW10AzbAoQ4T7Ung,WFyGR8sW10AzbAoQ4T7Ung,"Tucked in the quiet side of South Street Seaport, a table on the sidewalk  in a sunny late autumn day was the best for a leisurely lunch in busy NYC. Food was nice. Service was friendly. Price was reasonable. 2024.11.06",5.0,1735972014,The Paris Cafe,"[""Cafes"", ""Breakfast & Brunch"", ""Cocktail Bars""]","{'neg': 0.0, 'neu': 0.735, 'pos': 0.265, 'compound': 0.9186}",0.9186,positive,"['service', 'ambiance', 'value', 'location', 'timing']"
g_1733093154_WFyGR8sW10AzbAoQ4T7Ung,WFyGR8sW10AzbAoQ4T7Ung,Everything about this place is A+. The salmon was great. It was tasty and full of flavor. The mac n cheese was also good. Check out their website for happy hour offers. The service was also great as well as the atmosphere.,5.0,1733093154,The Paris Cafe,"[""Cafes"", ""Breakfast & Brunch"", ""Cocktail Bars""]","{'neg': 0.0, 'neu': 0.686, 'pos': 0.314, 'compound': 0.9509}",0.9509,positive,"['food_quality', 'service', 'ambiance']"
g_1692800713_WFyGR8sW10AzbAoQ4T7Ung,WFyGR8sW10AzbAoQ4T7Ung,The staff was so kind!! They came out with a sparkler and a beautiful dessert for my birthday! The drinks were so well made and well balanced. You can really tell the bartender knows what they're doing! Their new manager is from Barcelona and really made a point to make sure we were happy and taken care of. My partner and I will definitely be going back!!,5.0,1692800713,The Paris Cafe,"[""Cafes"", ""Breakfast & Brunch"", ""Cocktail Bars""]","{'neg': 0.0, 'neu': 0.693, 'pos': 0.307, 'compound': 0.978}",0.978,positive,"['food_quality', 'service']"
g_1726947281_WFyGR8sW10AzbAoQ4T7Ung,WFyGR8sW10AzbAoQ4T7Ung,"Even though I probably could have made it at home, I quite enjoyed the ""Croque Monsieur"" ham and cheese sandwich. The cafe is very nice with cute outdoor seating on the sidewalk. Very nice!",3.0,1726947281,The Paris Cafe,"[""Cafes"", ""Breakfast & Brunch"", ""Cocktail Bars""]","{'neg': 0.0, 'neu': 0.692, 'pos': 0.308, 'compound': 0.9237}",0.9237,positive,['location']
g_1680365780_WFyGR8sW10AzbAoQ4T7Ung,WFyGR8sW10AzbAoQ4T7Ung,"Brought a small pack of kids here for dinner and the verdict: ambiance is classy and chic. Service is great. Food: typical kids fare but lacks an element of a kid’s meal. There is no drink or dessert option for them. This isn’t a diner.

Adult menu was delicious.  $$$ for a regular working family budget.

The details:

House bread. Warm. delicious.

Appetizers: Calamari. Grilled octopus. Calamari was shareable. Grilled octopus serving was more for a single or pair to share.

Main: I should’ve ordered a salad because my main came no veggies.  My friends main was breaded chicken under a bed of salad. No starch. My hubbies seafood pasta was delicious. Worth it.

The bar section filled up to standing room only.  I loved our cozy booth. The kids could convene tightly together. Ambiance was lovely. Definitely a nice place to go on a date and even for families with children.",4.0,1680365780,The Paris Cafe,"[""Cafes"", ""Breakfast & Brunch"", ""Cocktail Bars""]","{'neg': 0.043, 'neu': 0.689, 'pos': 0.267, 'compound': 0.9925}",0.9925,positive,"['food_quality', 'service', 'ambiance', 'value', 'location', 'timing']"
g_1743431124_OCTiJwvjoK81WoDwsTkFvA,OCTiJwvjoK81WoDwsTkFvA,"Picked this place out of all the Italian restaurants in the area and glad we did.  Service was great and we elected to eat outside, even in March.  Started out with the fresh bread and garlic sauce and it was delicious.  Our server was very informative and helped us decide on our meals.  I had the steak pizzeria and it was delicious, but the steak was tough.  The pasta dishes were some of the best I have ever tasted. Overall we were well pleased with our meal.",5.0,1743431124,Paesano of Mulberry Street,"[""Italian"", ""Salad"", ""Seafood""]","{'neg': 0.017, 'neu': 0.758, 'pos': 0.225, 'compound': 0.9659}",0.9659,positive,"['food_quality', 'service', 'location']"
g_1743896333_OCTiJwvjoK81WoDwsTkFvA,OCTiJwvjoK81WoDwsTkFvA,"One of the many Italian restaurants at Mulberry Street.  Waiters stay out of the restaurant showing the menu to people passing by.
Inside the ambiance is cozy and traditional.  Waiters are patient and gentle.
Many options on the menu. Appetizers, pasta, meat and more.
I tried the lasagna. Not the best one I ever ate,  but still good.
I would consider it a good option if you are in the neighborhood.",4.0,1743896333,Paesano of Mulberry Street,"[""Italian"", ""Salad"", ""Seafood""]","{'neg': 0.028, 'neu': 0.85, 'pos': 0.122, 'compound': 0.8159}",0.8159,positive,"['service', 'ambiance', 'location', 'timing']"
g_1734538256_OCTiJwvjoK81WoDwsTkFvA,OCTiJwvjoK81WoDwsTkFvA,"Great little cozy restaurant in the heart of Mulberry Street’s Little Italy in NYC. We dined here for our family Christmas trip to NYC and it was perfect. The food was delicious, came out quick, and very affordable. We dined in with our 2 kids (10 &13) and they had a menu suitable for all pallets, which is why we decided to eat here. The atmosphere was perfect for Xmas with some nice lights dangling and decor. The only draw back was the seating was very tight and you’re on top of other tables. They do a great job fitting the tables into a small space, but don’t get up to use the bathroom during your meal. My wife and I both got the gnocchi bolognese, my daughter got Rigatoni a la vodka, and son got buttered spaghetti with meatballs. Portion sizes were on the bigger side. The pasta was definitely fresh and the sauces were delicious. Can’t forgot our fried calamari appetizer and house bread with oil and Italian seasonings.",5.0,1734538256,Paesano of Mulberry Street,"[""Italian"", ""Salad"", ""Seafood""]","{'neg': 0.0, 'neu': 0.844, 'pos': 0.156, 'compound': 0.979}",0.979,positive,"['food_quality', 'ambiance', 'value', 'location', 'timing']"
g_1734483079_OCTiJwvjoK81WoDwsTkFvA,OCTiJwvjoK81WoDwsTkFvA,"We just happened to stop by here while walking around little Italy, and I'm glad we did. We got the cheesy break for a starter, and it was really good. My wife got the lasagna, and I got the fettuccine alfredo. They were both great and definitely worth trying.",5.0,1734483079,Paesano of Mulberry Street,"[""Italian"", ""Salad"", ""Seafood""]","{'neg': 0.037, 'neu': 0.716, 'pos': 0.248, 'compound': 0.9134}",0.9134,positive,"['food_quality', 'value']"
g_1734820217_OCTiJwvjoK81WoDwsTkFvA,OCTiJwvjoK81WoDwsTkFvA,This place was amazing. All five of us got something different. The carbonara was what dreams are made of. The lasagna was on point. And the dish that had part marinara and part Alfredo (can’t remember the name) was as phenomenal. We will be back!!,5.0,1734820217,Paesano of Mulberry Street,"[""Italian"", ""Salad"", ""Seafood""]","{'neg': 0.0, 'neu': 0.859, 'pos': 0.141, 'compound': 0.7955}",0.7955,positive,['food_quality']
g_1718410519_zdB4nA0Xpyxhi5oIt6wVng,zdB4nA0Xpyxhi5oIt6wVng,Dr. Wong is a great surgeon. He was very understanding. I was awake through my surgery and didn't feel any pain at all.,5.0,1718410519,Scott Wong,"[""Sandwiches"", ""Vietnamese"", ""Asian Fusion""]","{'neg': 0.0, 'neu': 0.755, 'pos': 0.245, 'compound': 0.7784}",0.7784,positive,['food_quality']
g_1709823362_zdB4nA0Xpyxhi5oIt6wVng,zdB4nA0Xpyxhi5oIt6wVng,Dr. Wong is an excellent doctor he is friendly genuinely caring great bedside manners cannot say enough good about this doctor.,5.0,1709823362,Scott Wong,"[""Sandwiches"", ""Vietnamese"", ""Asian Fusion""]","{'neg': 0.074, 'neu': 0.491, 'pos': 0.436, 'compound': 0.9152}",0.9152,positive,"['food_quality', 'service']"
g_1683037651_zdB4nA0Xpyxhi5oIt6wVng,zdB4nA0Xpyxhi5oIt6wVng,I recommend this doctor to anyone I know. He is very knowledgeable and understanding. Not only that he has wonderful bedside matters. I could not ask for a better doctor. Thank God he was chosen to be mine.,5.0,1683037651,Scott Wong,"[""Sandwiches"", ""Vietnamese"", ""Asian Fusion""]","{'neg': 0.0, 'neu': 0.684, 'pos': 0.316, 'compound': 0.9153}",0.9153,positive,['service']
g_1486396272_zdB4nA0Xpyxhi5oIt6wVng,zdB4nA0Xpyxhi5oIt6wVng,Couldn't have picked a better dr. Very understanding great bedside manners and most of all great surgeon. Thank you Dr Wong and staff.,5.0,1486396272,Scott Wong,"[""Sandwiches"", ""Vietnamese"", ""Asian Fusion""]","{'neg': 0.0, 'neu': 0.573, 'pos': 0.427, 'compound': 0.9342}",0.9342,positive,"['food_quality', 'service']"
g_1746988954_dpo_TBvuRi2nEzuVdO4AiQ,dpo_TBvuRi2nEzuVdO4AiQ,"Enjoyed delicious Thai cuisine!
It was so satisfying ~
Emmy was amazing! Her smile and attentive service were top-notch!!
We came here to celebrate graduation and would love to visit again. Thank you!",5.0,1746988954,Mitr Thai,"[""Thai""]","{'neg': 0.0, 'neu': 0.465, 'pos': 0.535, 'compound': 0.983}",0.983,positive,"['food_quality', 'service']"
g_1745889697_dpo_TBvuRi2nEzuVdO4AiQ,dpo_TBvuRi2nEzuVdO4AiQ,HUGE thank you to my server Popeye for being such a ball of sunshine and patiently explaining items on their extensive menu to me ,5.0,1745889697,Mitr Thai,"[""Thai""]","{'neg': 0.0, 'neu': 0.706, 'pos': 0.294, 'compound': 0.8286}",0.8286,positive,['service']
